AT,V,AP,RH,PE,PC1,PC2,PC3,PC4,PC5
25.99,49.82,1015.95,58.56,452.09,6.436444778,-14.37321584,-2.426370428,4.380228931,-4.142543486
10.59,41.26,1008.1,98.27,474.76,-32.29444038,14.60861058,-5.254844174,-5.781175553,-0.738580081
6.33,42.07,1004.25,77.1,484.57,-31.99155985,-6.926454471,-3.184494178,-15.69592964,2.66608421
22.26,44.89,1009.51,78.93,447.07,-0.22615579,5.117419912,-11.56150662,5.787942382,-0.96115998
15.9,39.99,1007.03,78.49,465.5,-17.29801595,-1.289645211,-9.939016266,-2.890080627,-0.790722332
23.14,58.18,1008.89,81.82,444.51,7.471332454,12.002435,-3.913334925,0.554583342,-0.572232254
19.48,58.79,1017.6,88.72,450.55,-1.298320703,15.90415305,4.367092086,4.15322429,-0.293859071
13.19,44.88,1017.61,94.95,467.68,-24.63311138,13.36937446,0.937952101,2.748102595,-1.088323317
27.4,69.84,1002.98,76.48,430.54,27.22610855,14.55287199,-4.647063063,-2.875724697,1.337354711
29.41,59.27,1011.36,52.37,441.99,22.22143151,-14.37069044,-2.461418142,1.012435526,-2.769944979
25.22,71.85,1009.78,68.96,438.71,23.60717733,5.1928536,4.143737467,-3.45602386,1.236006002
22.31,70.32,1009.22,89.53,437.83,15.11801292,24.00743027,2.364614149,-1.207135908,2.099090856
7.64,42.28,1008.49,83.42,483.74,-33.73213452,-1.280789017,-0.820202471,-11.66173933,0.768350113
14.68,43.99,1023.36,86.79,461.91,-18.2399601,6.548900676,2.258264269,9.542551378,-0.279499717
15.12,48.92,1011.8,72.93,462.59,-9.620427739,-3.839754137,-1.480707046,-2.751671907,1.549647713
20.96,61.27,1019.99,67.32,448.77,9.180673288,-2.932207022,7.323570827,3.887464319,1.029821116
5.95,39.48,1005.16,63.6,486.07,-29.6410863,-20.54098185,-3.550091994,-15.66630673,3.74588931
25.13,57.69,1007.43,78.43,437.8,14.05599139,10.72933597,-7.478074274,2.730259941,0.082405301
11.58,40.66,1017,97.13,466.42,-27.04727274,14.66564631,-2.585539097,4.960682379,0.426141846
20.21,59.14,1016,70.38,448.79,7.26329324,-0.242861606,3.303065065,2.153017869,1.579187945
16.64,43.14,1019.03,82.88,459,-13.99750726,4.001623525,-2.206112546,7.938078868,-0.557313713
8.86,36.71,1025.64,79.65,478.88,-33.43262126,-6.776237323,4.985546545,5.658898392,0.084663818
19.72,47.03,1012.1,90.36,458.59,-12.67510557,12.8086383,-4.722140554,2.030849246,-3.425045536
8.27,38.56,1016.47,66.6,485.31,-31.35424891,-19.03303344,2.634475075,-6.134193628,0.6793578
30.19,68.08,1010.95,50.34,431.25,35.27065988,-11.01945379,-0.192557815,1.491523326,0.542259645
20.06,56.53,1020.38,75.16,455.99,-1.505521777,1.070623603,6.583749661,3.606867003,-1.456182062
13.16,43.41,1016.43,79.47,465.6,-18.08044954,-0.585857449,-1.161964159,2.255999512,1.186168146
24.01,65.46,1014.17,43.02,443.81,25.36019359,-22.22417737,4.961080648,-1.865236665,2.816067023
9.78,40.03,1017.33,92.11,480.59,-36.22476167,6.031002256,1.995967061,-1.72696413,-1.862286521
16.85,42.24,1017.43,66.01,472.63,-17.71934631,-15.24020864,0.779933083,-0.641632827,-3.233091714
15.12,39.16,1006.55,76.99,463.78,-16.11847528,-2.38266923,-11.23964852,-2.21955618,0.626611446
24.45,66.49,1014.24,58.15,449.22,16.61381024,-9.470488222,7.052524757,-3.553349886,-0.798449093
9.14,42.44,1014.48,92.03,481.46,-35.46307726,6.658693239,2.123335681,-5.426642701,-1.209985518
26.02,68.67,1006.73,75.19,440.12,19.38755645,10.06976965,0.220375489,-4.283746694,-0.549629793
21.46,51.61,1010.91,76.41,457.28,-3.681357383,1.651862736,-2.711099991,-1.442793136,-2.908250558
13.18,40.24,1016.81,86.71,469.35,-25.00897903,4.212428664,-2.032884328,2.875368417,-0.936002827
5.79,38.68,1017.19,70.46,487.4,-35.06207835,-16.11103801,4.049487419,-6.495400336,1.917143444
13.56,49.83,1007.01,89.86,466.33,-17.90629084,11.50071173,-2.978425998,-7.161152492,0.479041091
11.95,42.07,1018.52,84.73,467.91,-22.95479046,3.049425176,0.050884118,3.695950347,0.850666292
9.15,44.03,1012.45,81.67,474.26,-25.50004624,-0.319951243,-0.184840513,-5.145552144,2.318264032
28.96,66.54,1002.54,56.33,429.48,34.25773554,-4.517802553,-7.268144202,-2.719309989,2.133823533
21.23,50.59,1017.42,69.26,453.95,-0.094514026,-5.026808808,-0.036001273,4.78700902,-1.408879664
10.73,40.35,1012.27,89.65,477.23,-31.83667474,5.313939887,-2.207542129,-4.158786216,-1.089650459
6.1,39.33,1010.4,95.34,491.37,-45.70843974,6.662556768,0.764474059,-11.5660921,-1.67634268
25.5,63.91,1009.4,75.22,444.26,13.57153032,7.451112371,0.098847751,-2.052317096,-1.782442412
29.1,76.2,1006.28,60.22,435.97,32.56319636,-0.56565489,3.686647248,-7.261352498,-0.199941653
22.58,58.12,1014.88,80.59,448.32,4.244669909,9.169849799,1.248086251,3.053525534,-1.524298031
19.53,66.54,1013.72,81.46,451.19,5.240203184,11.49104182,7.446361919,-3.276632534,0.856827473
20.07,51.3,1011.9,94.62,450.46,-6.192219489,20.0453424,-4.654850097,4.079035228,-1.414421744
24.96,77.54,1008.25,80.6,433.4,26.06304797,18.98219415,5.115837928,-3.812328032,2.34106469
21.08,63.13,1013.53,98,443.51,3.487851827,27.93008788,2.055380428,3.313182051,-0.048375172
12.54,43.69,1017.26,83.59,470.04,-22.91015836,1.996109631,0.959410942,0.942899468,-0.087642937
6.64,35.19,1019.83,76.01,484.03,-36.4842038,-11.2873791,2.122818437,-0.787140819,1.249914923
16.78,37.2,1011.97,68.94,471.24,-19.62599911,-12.88223382,-6.696206115,-1.380082284,-2.91408549
25.56,75.6,1017.37,69.31,442.2,21.99578451,4.726893035,12.69868984,-1.235908404,-0.541343501
14.02,40.75,1016.05,70.65,470.48,-19.3323286,-10.65730949,-1.585931336,0.253671785,-0.355255939
29.45,70.02,1010.28,65.93,437.82,25.70411815,2.153392339,2.526205483,-1.762390738,-2.277469708
28.97,78.92,1011.71,88.5,430.98,26.40034067,26.92762893,6.921589457,0.164147235,-1.647131096
6.11,38.68,1017.53,79.23,482.97,-35.05436756,-6.881792021,2.650140569,-3.398407361,2.082134367
28.53,49.3,1003.83,59.69,438.17,18.00991539,-8.383652155,-15.40296916,2.540402331,-1.485001732
31.71,69.04,1008.79,49.32,441.15,29.81379262,-14.10425882,2.030977207,-5.201441679,-3.690315098
32.45,44.37,1005.05,44.37,429.81,28.19940251,-21.63423757,-20.72799119,8.701685965,-1.309608457
30.53,73.21,1000.37,74.17,430.2,31.28972251,13.71380457,-4.477972456,-6.207156959,-0.91510503
15.02,41.48,1015.19,58.69,456.04,-3.889703919,-17.51463417,-6.085550044,5.152015575,4.552880246
24.91,58.69,1008.22,82.81,435.96,14.09204924,15.42720804,-6.932267101,4.058351615,0.413260165
22.21,69.71,1009.69,96.85,440.14,10.40400508,29.92013277,2.846866557,-1.055220951,0.655507194
24.51,65.12,1016.18,62.39,447.46,15.41365883,-5.663593985,6.735580874,-0.287420529,-0.938965518
18.9,60.07,1016.02,71.38,451.5,5.014611752,0.179217201,4.933741668,0.442461318,1.904258932
28.51,76.09,1007.88,78.2,438.28,23.90389528,15.16658477,5.079193768,-5.654525721,-2.328030475
27.88,75.23,1011.33,58.91,439.33,29.14828217,-3.492105402,7.551684117,-4.864202586,-0.363986694
24.33,49.16,1003.46,61.04,441.2,14.02055734,-7.991155127,-14.32941023,0.726512581,1.393911885
20.36,57.5,1014.36,82.96,452.28,-0.378948188,10.16549628,1.945012668,1.140881026,-0.917150329
11.15,40.64,1020.65,97.95,477.79,-36.05337914,11.9676055,3.411533155,2.333729572,-3.066989493
21.16,50.66,1014.13,72.77,455.86,-2.309934647,-1.92558017,-1.595126087,1.720661684,-2.074489331
30.47,70.83,1010.91,46.94,444.39,28.60513387,-16.94350515,5.845440909,-6.301461151,-3.350097317
31.68,74.16,1011.3,55.94,434.61,34.26047006,-5.199905351,4.940303227,-2.138904982,-2.204502149
19.8,49.15,1020.88,61.88,461.78,-4.572778021,-14.69003963,4.037803357,3.604512758,-2.069440074
32.33,67.83,1008.11,57.48,427.84,35.99520184,-3.260638922,-3.686736151,1.874733855,-0.952764874
18.67,58.46,1016.73,87.7,447.16,1.182877034,15.87284715,2.616519895,5.125835267,1.677587765
29.42,69.14,1007.32,75.04,437.75,22.35314652,10.65924965,-0.21050078,-2.730305804,-3.004697187
27.84,71.32,1007.72,79.25,431.37,25.89342211,16.75102448,-0.395828127,-0.215296271,0.13128896
22.59,65.06,1014.36,62.44,444.6,17.03233279,-4.68813178,4.820766447,-0.379284443,1.878465015
10.38,41.01,1020.8,94.26,465.9,-26.31023724,11.82183251,0.1628307,7.513584058,1.77093113
8.32,39.64,1010.93,78.21,479.69,-30.34400705,-5.944557295,-2.271771235,-7.096074201,1.634206785
30.34,71.25,1000.94,67.29,431.18,32.00502481,6.539453289,-4.961776125,-5.912435284,-0.475219343
12.38,45.51,1016.15,81.37,470.46,-21.40717364,0.433196516,1.668534772,-1.130594901,0.32588338
11.23,43.7,1016,91.75,476.04,-30.4135696,8.03407495,2.022464353,-2.225937821,-1.487493712
24.19,46.93,1013.4,49.39,446.3,12.24228475,-21.76157862,-7.487508161,5.707074646,0.333647205
30.17,75.08,1005.17,55.89,438.89,31.98650046,-5.493499366,3.094370488,-9.214282117,-1.657935071
28.5,71.32,1002.54,69.35,435.7,27.28825681,7.05030208,-2.273294214,-6.854606481,-0.478630861
14.78,38.58,1017.02,82.4,460.54,-17.50386292,2.161389133,-5.903599647,7.720056589,0.665536558
11.48,41.2,1012.88,90.04,478.34,-32.19179028,5.538366715,-0.975014697,-4.55054251,-2.18154271
9.59,34.69,1027.65,75.32,478.88,-32.87487594,-11.50382895,4.932013684,7.781949257,-0.395843012
20.42,60.77,1017.65,87.07,447.85,2.496111458,15.62681736,4.816758833,4.453605614,-0.065954778
20.76,58.79,1017.22,78.75,447.07,5.274055055,7.707381659,3.079716077,4.767802332,0.642021521
13.53,40.71,1023.83,61.59,474.7,-20.18334162,-21.00259053,5.041516139,3.215885215,-0.819226262
34.4,77.95,1009.83,57.86,430.87,39.13572922,-1.253389531,5.020849986,-2.900272902,-3.496048541
33.6,74.33,1012.31,35.66,428.62,46.49858138,-22.32329962,4.022520195,-0.217681632,-0.112021577
6.03,41.17,1019.81,84.2,488.57,-39.94186051,-3.405535158,7.505509845,-5.127968211,-0.13774385
28.62,69.71,1009.67,62.12,437.52,26.97441899,-1.298114866,1.997028619,-2.300403297,-0.986288805
19.72,44.78,1009.27,39.18,464.54,1.03783393,-36.19929431,-5.146302952,-6.084734012,0.039276375
11.54,40.77,1022.13,83.5,465.61,-22.09422173,1.792071325,0.867462642,7.921500356,1.77235463
19.39,60.1,1010.28,83.31,452.57,0.784918364,11.52567507,1.244273039,-3.267490099,0.276355562
9.59,37.14,1013.8,72.85,474.74,-26.06021545,-10.51026083,-3.69681583,-1.82722535,2.220602936
12.31,40.64,1020.71,94.6,475.65,-32.94867617,9.46023955,2.710923204,3.186916742,-3.147318745
23.61,63.94,1012.9,87.06,441.57,10.14123807,18.67945929,1.519795573,2.63980691,-0.613297357
7.61,39.42,1024.93,74.77,475.55,-28.23689416,-9.609654647,5.552985562,4.928515699,2.988922795
18.51,58.46,1017.21,88.1,448.39,0.049607282,15.85770127,3.328747008,4.92151616,1.368789263
7.53,43.65,1018.58,64.85,479.15,-24.3053456,-17.91119924,5.638215898,-4.282202956,3.597922838
10.5,52.72,1026.32,85.04,468.01,-19.30883083,5.208321478,12.55993659,4.27708994,2.155705825
24.99,58.79,1016.37,67.16,439.2,16.54904083,-0.724017643,-0.206263801,7.176005509,0.37840214
6.15,40.07,1020.2,66.64,494.3,-38.16157134,-21.44101381,9.178488837,-8.486586336,-0.327232627
30.54,67.45,1014.37,32.97,431.35,40.91440625,-27.5819026,1.964067536,2.828065775,1.699297893
13.44,39.39,1012.93,84.29,469.67,-24.20138261,2.1058506,-5.018702546,0.085608469,-0.811319752
31.27,73.77,1003.27,71.48,430.32,32.32982553,11.03873939,-2.196644267,-4.567997587,-1.541691184
16.13,39.99,1007.04,80.49,465.25,-17.78023639,0.620756218,-10.07952644,-2.581153993,-1.134453406
30.97,67.69,1005.61,50.88,425.35,40.00265604,-8.449530662,-5.907637414,0.627068197,1.946535278
15.37,43.34,1014.84,80.37,460.02,-13.57589582,1.916148701,-4.283255375,3.979313575,0.869638835
21.25,66.86,1012.99,60.65,455.72,10.40837971,-8.707032634,8.858355968,-7.726860312,0.020056776
14.89,39.82,1013.23,82.49,470.19,-23.28518942,0.403096949,-4.4944742,-0.192333354,-2.151824518
6.65,40.77,1021.79,88.84,482.9,-37.85228356,2.070083914,6.563712386,-0.375078699,0.425836471
30.26,72.58,1007,65.51,425.71,36.42027705,6.042600337,-1.790855349,0.344150862,1.151825834
33.71,69.98,1013.09,42.62,431.99,39.33687865,-18.0315378,2.486650835,1.416409889,-2.257515632
8.6,40.77,1011.8,89.45,480.82,-34.72079695,4.307654509,-0.845689737,-6.561378524,-0.138631466
29,75.33,1001.6,71.43,432.65,30.96047118,10.93506727,-1.229353405,-7.796235173,0.059480651
10.02,41.44,1017.37,77.65,479.63,-29.48744493,-6.665757947,2.949535613,-3.107480089,-0.235563993
28.75,64.69,1007.1,60.37,437.94,25.19625117,-4.045583609,-2.933064016,-2.152959366,-1.138215125
37.11,68.94,1006.23,31.15,429.25,46.89798493,-27.34373861,-3.709901067,-2.574457047,-3.004518816
30.06,67.25,1017.63,53.59,435.02,30.10131308,-9.986688347,4.741040544,5.287044787,-1.346780642
30.68,69.68,1012.86,56.56,438.68,28.40720677,-7.066507571,4.305211223,-0.807944983,-2.934987354
30.08,73.42,1011.17,63.86,434.95,30.27268115,1.808791672,4.478207394,-1.492076808,-1.647468563
6.98,40.35,1011.92,94.72,484.19,-39.77819906,8.12037356,0.088869497,-7.534436937,-0.241654291
29.17,73.17,1009.87,60.97,432.07,33.1366799,-0.014348871,2.713248879,-1.278097401,0.483236478
21.93,60.84,1017.8,82.61,443.89,7.436056475,12.59604986,3.629644362,6.12951831,0.206382279
15.11,43.67,1012.06,91.75,467.82,-22.85971888,10.69998625,-3.611672329,-0.965776161,-2.29251091
25.68,70.17,1001.38,85.89,433.92,21.20541197,22.55958556,-4.396854492,-5.134345577,1.055259221
30.44,56.24,1005.19,56.24,429.34,29.42213032,-7.521006104,-12.74421526,4.265911924,0.097255059
20.36,65.27,1011.73,70.8,445.67,12.95236538,3.046127103,3.666774621,-2.373422365,2.971727213
26.47,47.43,1009.09,54.94,439.4,16.63518794,-14.17507081,-12.51850735,6.175666657,0.101764715
13.9,39.54,1007.01,81.33,471.16,-23.21481705,-0.324331942,-8.297486979,-5.262120173,-0.996986719
21.81,60.27,1015.93,91.38,441.85,5.600430392,21.27574942,1.208328021,6.711618056,0.157601585
9.08,42.49,1010.67,85.35,481.46,-32.53399155,0.937171673,-0.181741588,-8.819159491,-0.206642885
32.31,77.95,1010.15,62.17,430.15,37.37866568,2.851819536,5.150402805,-2.109109741,-1.769125513
27.96,73.42,1011.11,71.93,435.93,25.9686502,8.963896146,4.822929198,-1.469227346,-0.785063564
9.23,42.44,1014.34,94.2,481.29,-36.08930331,8.719285915,1.922736044,-5.261344124,-1.454392815
25.66,61.08,1013,71.21,446.05,11.95688943,2.147533976,1.157246352,0.767436159,-2.469810587
19.2,61.27,1020.02,65.53,455.2,4.699157446,-6.323331222,9.615999588,0.604709682,0.850698859
24.81,59.87,1018.56,61.18,444.89,14.88236688,-7.716059987,3.901150012,5.079871952,-0.71718797
24.1,60.29,1008.2,61.81,449.79,12.45553468,-7.205788654,-0.952539276,-5.052547025,-0.924298036
28.33,68.14,1004.63,71.21,431.27,27.87378123,8.889166448,-4.490370479,-1.57825315,0.576976715
19.53,50.32,1009.71,94.46,449.59,-5.891139873,20.11066329,-6.959005798,3.289907763,-0.517856857
29.37,74.78,1009.47,55.65,434.2,34.47355907,-5.019109898,4.307528291,-3.770898154,0.28139814
24.44,69.84,1005.34,80.37,430.3,24.75053244,17.90925692,-2.927001196,-0.90491917,3.636140451
31.35,67.32,1013.74,38.56,439.81,33.11243202,-24.65261838,3.933081117,-1.039003807,-2.251252755
28.98,62.66,1009.1,52.62,438.45,26.48057286,-12.06655044,-2.710201138,-0.594540326,-0.9574634
21.05,63.09,1016.49,91.23,447.45,2.752224177,20.30390325,5.350168706,3.083264357,-0.764104198
25.03,60.27,1017.9,72.04,438.24,16.00076306,4.24531103,1.386489074,8.46671848,0.11145209
14.78,54.3,1016.96,68.53,463.75,-6.934763098,-7.373007267,6.035236494,-2.438196013,1.876531976
25.24,67.45,1013.56,50.91,438.99,27.35698673,-13.06885582,4.084301554,-0.23566072,2.502626372
16.7,50.88,1015.11,97.25,456.18,-12.89706473,20.43929841,-0.706493801,3.929359856,-0.548033369
16.44,53.16,1014.82,75.29,458.49,-5.432332099,0.216982841,1.870634541,-0.311378485,1.35933855
25.18,71.98,1006.71,89.86,432.88,20.5609262,26.37448465,-0.046230671,-1.278570992,1.172552717
23.51,48.98,1014.63,41.56,454.06,10.2218114,-30.65864185,-2.597026118,1.279252314,-0.636831022
20.56,64.45,1012.24,53.09,458.97,9.542554047,-17.09241643,7.997603312,-9.353238309,0.355442998
26.63,43.77,1011.33,49.3,440.95,15.54848138,-20.98238262,-12.95268032,8.36350065,-0.292381176
27.4,69.13,1001.4,82.47,426.18,27.99122304,21.22562628,-7.664190742,-1.14451429,2.161369928
26.91,65.34,1014.19,50.7,443.6,23.54832027,-15.09677368,4.335244934,-0.849227917,-0.640027229
23.75,67.9,1006.25,70.17,445.22,16.55807874,3.9095726,1.361996041,-7.256642522,0.494985479
27.79,69.23,1012.86,45.71,435.06,33.82510948,-16.23950189,3.410027423,0.001621594,2.007406126
27.41,63.07,1011.5,55.3,445.02,20.2282957,-11.52971181,1.335904808,-2.00470759,-1.958257899
7.98,43.52,1022.45,97.68,481.93,-38.69882818,11.12961998,8.218395087,0.100732997,-1.334077396
11.98,44.58,1016.45,78.8,477.56,-26.14954627,-4.113094913,3.57872776,-4.061418451,-1.32710547
27.1,73.21,1002.97,89.68,430.87,23.7408957,27.4983685,-2.501919821,-3.547322311,0.332054461
12.93,45.51,1015.27,87.27,469.83,-22.83162348,6.13876717,0.709488876,-0.948402174,-0.539126995
18.91,45.01,1012.9,59.81,456.12,-1.102477868,-15.29222636,-5.624398811,2.122768728,1.088608673
26.9,66.48,1004.47,54.71,432.95,31.45933092,-7.188079705,-4.683159756,-3.185684235,3.014903533
14.36,40,1016.16,68.79,460.42,-11.76363883,-9.882621359,-5.206855651,5.301524401,2.624053475
8.81,43.56,1014.99,81.5,482.52,-31.9827681,-3.091907918,3.808926728,-6.986758722,-0.130195715
18.36,53.16,1013.31,83.18,458.47,-7.510387541,7.676087728,0.495904809,-0.61854972,-1.146295875
11.48,37.92,1008.47,70.55,472.9,-22.25760986,-11.3272219,-7.393715664,-5.313514293,1.658031728
25.92,73.77,1001.27,94.28,432,21.37691434,31.75327905,-2.8341593,-5.292981467,0.759277282
11.01,43.69,1016.7,81.48,477.3,-27.71951673,-1.844527468,3.110083539,-3.176442426,-0.670230656
26.31,66.48,1005.93,63.9,432.89,27.77371183,1.12597075,-3.874043362,-1.353187397,2.54643475
9.99,42.07,1018.78,85.68,471.6,-26.57736784,2.8877968,1.591999996,2.090513108,1.421755168
12.84,40.8,1026.95,69.86,475.59,-24.40601191,-13.95028731,7.32567679,5.695670664,-1.505483548
21.07,67.07,1004.64,86.16,446.05,9.075761176,18.34820595,-0.016408514,-7.286303645,1.182235008
17.7,38.52,1020.15,69.8,455.5,-8.818536639,-8.424662209,-5.568298726,11.57605857,0.576394315
14.36,41.26,1021.16,73.43,462.25,-14.77176404,-6.320136997,-0.607722795,7.912016008,1.297667986
24,58.05,1011.28,74.32,447.16,8.227673899,4.097683924,-1.545990922,0.556691914,-1.611287556
12.17,41.58,1013.89,88.98,463.03,-20.62009663,8.653622241,-4.959631561,3.192529492,2.027857883
19.58,50.12,1009.82,100.1,449.44,-7.943080062,25.28208407,-7.193750158,4.012565632,-1.113935107
25.73,66.54,1010.07,55.97,437.07,27.01935498,-7.742431273,0.421173862,-1.010455088,2.316358952
23.85,74.22,1009.99,82.72,441.66,17.19308189,17.65722388,6.692929038,-4.755594798,0.29282474
26.45,73.5,1010.31,74.33,433.44,26.53344598,11.93354975,3.689792593,-0.82544816,1.227475383
20.95,44.89,1010.48,67.97,450.39,0.882102659,-5.986545204,-9.500360908,3.926333514,0.288164904
21.29,59.04,1012.49,84.23,445.37,5.369339689,13.80063012,-0.548313903,2.465629842,0.448774854
14.32,71.14,1019.87,79.15,460.02,-0.338045202,7.46709549,18.01772245,-5.645896906,3.0375438
19.65,63.91,1009.26,99.08,444.9,2.580618217,29.21044652,0.38038204,-0.863521848,1.079380942
28.09,77.95,1017.07,70.98,436.94,27.12553531,8.344202541,12.11057167,0.22795614,-1.304131994
33.87,71.32,1007.91,39.48,435.89,39.07364345,-21.04702899,1.299098391,-5.122105631,-2.888589408
13.72,41.62,1011.14,75.79,455.52,-9.595736011,-1.15687898,-9.004657515,3.692934198,4.466648347
9.47,41.4,1026.49,87.9,479.68,-34.61397405,1.742910902,8.735884779,4.422469357,-1.407959876
32.19,69.13,1000.45,48.22,425.21,42.82105777,-9.906873259,-8.423637238,-3.924822729,1.539597772
18.73,46.48,1007.19,79.23,450.74,-2.975558507,5.043534617,-10.437293,1.376826709,1.414514221
6.09,43.65,1020.95,71.15,485.96,-32.21023524,-14.2063262,9.372060117,-5.321131901,2.009757376
24.43,67.25,1017.99,74.27,436.5,19.68000774,8.566183764,5.655674845,6.196448039,1.337071296
25.24,66.54,1002.07,81.22,433.86,20.93408852,17.24840564,-6.282868537,-3.302811962,1.737378762
26.26,71.73,1009.59,80.06,430.79,25.48264542,17.53669072,1.082125124,1.1988887,1.608998715
26.15,64.27,1013.03,59.77,439.11,22.8111383,-5.700262167,1.329040733,1.628173561,0.576711215
7.77,41.82,1032.72,72.8,479.4,-30.00636053,-12.68428854,13.50460427,7.557771965,1.424478294
27.92,63.07,1010.75,45.26,442.87,25.68441904,-20.11428899,0.317387729,-2.349129424,-0.682934653
31.62,64.05,1010.94,58.93,439.09,24.99973697,-6.238158232,-0.796527489,0.513021535,-4.342892363
12.47,45.01,1017.8,95.25,467.18,-24.57157607,13.7848157,1.067828283,3.037362335,-0.291778928
31.41,74.16,1008.65,68.5,430.37,32.94055059,7.791961365,1.639198817,-1.055817337,-1.729694118
32.63,74.99,1002.42,40.07,432.79,43.18813523,-18.12793888,-0.641767605,-9.474565451,-0.25349871
21.97,58.12,1014.21,85.93,448.91,1.766099609,13.99780572,0.956108569,2.687357776,-1.637880954
22.68,58.82,1010.11,82.8,443.86,7.594779921,13.10664273,-2.856679387,1.506591978,-0.087315097
10.82,44.63,1020.64,90.26,473.23,-28.12128673,7.141109975,4.868959989,1.921494487,-0.337223917
32.37,68.67,1005.45,47.98,430.35,38.44371238,-12.17090038,-3.863725811,-2.45819358,-0.579466935
10.89,40.81,1025.82,81.18,478.23,-30.88736462,-4.123743313,7.417452883,4.427556267,-1.583350649
25.45,70.04,1011.2,82.48,430.2,23.72521913,19.29790414,0.840112132,3.608450286,2.112806998
10.91,42.34,1021.83,94.99,470.91,-29.45265625,11.39240148,3.247348484,5.377858959,-0.375908436
6.75,39.4,1011.28,90.84,483.77,-38.52191208,4.479500305,-0.99938483,-7.699303234,0.500037422
21.36,45.61,1013.43,83.64,456.85,-9.336414284,6.585858041,-5.416476583,4.052943121,-3.894172596
23.45,45.61,1012.84,73.42,454.92,-3.49691481,-2.224239597,-6.437555981,3.817297299,-4.16582203
4.04,35.47,1017.51,87.35,486.86,-43.027732,-1.298973807,1.755612287,-3.192106705,1.816127879
15.4,38.73,1000.67,79.71,469.18,-20.34225664,-0.784587028,-13.74666644,-8.643721513,-1.229962079
25.54,49.16,1003.64,47.4,443.55,17.68810027,-21.19053721,-13.32219718,-1.308680896,0.906520041
22.61,59.87,1019.12,66.12,441.2,14.94628652,-2.263455338,3.246830013,7.493542396,1.963180876
8.62,39.66,1015.18,89.59,482.99,-37.28805919,3.195496267,1.286758669,-4.558352793,-1.137741229
13.84,41.26,1020.92,74.74,462.46,-15.53266439,-5.148817811,-0.665771957,7.709985436,1.602718739
21.31,69.05,1002.46,73.42,440.97,18.68225377,8.730620683,-1.463419647,-8.483494078,4.103646903
28.54,58.33,1013.9,49.4,439.28,24.17948141,-16.91450536,-2.13931671,4.295506285,-1.017848145
20.35,67.45,1015.14,69.22,447.64,12.771096,1.256285765,8.028526296,-1.956834671,2.403320302
24.54,65.46,1014.27,40.77,446.26,24.59035525,-24.9575394,5.788000968,-3.098844423,1.773763966
5.84,40.62,1018.58,82.73,482.1,-34.9710994,-3.038365163,4.334742838,-2.85836171,2.275789471
26.47,69.51,1009.51,65.02,433.89,27.74892872,2.28704219,0.793089509,-0.517971791,1.876446268
10.79,43.56,1015.15,73.01,479.64,-26.22798501,-10.13797526,2.952915051,-6.084890875,-0.229115482
18.3,44.06,1017.95,63.24,456.32,-3.797796517,-12.99555229,-2.914123971,6.440522518,0.856319891
28.79,68.51,1013.02,62.84,432.51,29.31685236,0.026522828,1.747538559,3.168293185,0.062212209
23.07,49.02,1009.07,84.1,444.22,2.267309224,11.77438024,-10.14644213,5.343892214,-1.122167104
31.25,74.34,999.06,69.85,432.22,32.37965981,9.640147112,-3.918122008,-8.970876073,-1.636198437
18.16,39.99,1007.73,70.54,463.69,-12.48354391,-8.18103373,-10.1474217,-2.030582049,-1.580439166
25.06,74.33,1014.05,69.02,437.27,25.24878182,5.807951653,8.173979981,-0.813062414,1.665877093
26.71,59.39,1014.24,66.45,439.33,17.82031383,-1.004102199,-1.328516878,5.322916343,-1.031678062
26.45,75.6,1017.42,74.5,436.89,24.15411629,10.93202996,10.84128065,1.802106082,-0.249489644
18.67,47.83,1005.12,82.97,454.47,-6.089375485,8.068899969,-9.761618748,-2.235374948,0.126775192
10.29,40,1021.46,90.6,479.58,-35.3302398,4.453847037,4.323054439,1.712626682,-2.15278852
5.52,39.33,1009.74,95.25,492.39,-46.50040763,6.37317549,0.724819303,-12.58084054,-1.396595575
23.41,54.42,1012.86,70.12,454.68,2.224670144,-2.90817907,-0.445540459,-0.502405272,-3.272898687
29.91,74.9,1003.36,69.34,434.93,29.94969998,8.104083886,0.287861139,-7.484422813,-1.437786105
19.92,46.97,1014.32,69.17,459.39,-5.747041436,-7.180868672,-2.642981852,1.553548513,-1.844247779
26.85,63.56,1013.25,52.84,444.39,21.42243598,-13.69779256,2.725833877,-0.896367306,-1.076309
23.59,58.62,1017.81,66.68,448.09,9.686428489,-3.762227144,3.600488375,3.986330735,-1.149160472
22.72,63.73,1012.63,82.14,448.56,6.611154986,12.24301676,3.617127665,-1.230460989,-1.455048796
20.3,62.52,1017.96,75.17,451.86,4.778164277,4.013275173,7.737734594,0.95670762,0.077494998
17,45.09,1013.52,88.32,458.94,-14.16950615,10.14585941,-4.649476758,3.468822038,-0.962155012
8.89,41.54,1019.27,82.87,483.82,-34.92500866,-3.173635313,5.602768478,-3.373091823,-1.146160487
12.61,41.79,1015.82,91.9,461.37,-20.50697046,11.63446889,-4.194560407,5.572162806,1.714222499
28.9,71.94,1007.29,64.77,427.41,34.70057536,4.693192863,-1.327672439,-0.097888568,1.92168836
5.49,38.5,1012.18,79.33,490.84,-40.30520076,-8.360555722,1.597462673,-10.99778711,0.54281461
